source,line,function,wrapper,recognized_guard_calls
apps/api/convex/emailBlocks/blocks.ts,176,update,authedMutation,requireOrgPermission
apps/api/convex/emailBlocks/blocks.ts,205,duplicate,authedMutation,requireOrgPermission
apps/api/convex/emailBlocks/blocks.ts,225,remove,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/emails.ts,18,get,authedQuery,
apps/api/convex/emailTemplates/emails.ts,27,update,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/emails.ts,174,publish,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/emails.ts,224,unpublish,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/emails.ts,251,duplicate,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/emails.ts,274,remove,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/emails.ts,295,changeType,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/emails.ts,340,list,authedQuery,
apps/api/convex/emailTemplates/emails.ts,358,create,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/i18n.ts,22,getForLanguage,authedQuery,
apps/api/convex/emailTemplates/i18n.ts,42,addTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/i18n.ts,69,updateTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/i18n.ts,140,removeTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/i18n.ts,165,setDefaultLanguage,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/emailTemplates/organization.ts,13,countByTypeByOrganization,authedQuery,
apps/api/convex/emailTemplates/organization.ts,23,getRecentByOrganization,authedQuery,
apps/api/convex/emailTemplates/organization.ts,38,createFromPreset,authedMutation,requireOrgPermission
apps/api/convex/emailTemplates/versions.ts,145,list,authedQuery,
apps/api/convex/emailTemplates/versions.ts,168,get,authedQuery,
apps/api/convex/eventsApi.ts,71,sendEvent,createAuthenticatedHandler,requireScope; required
apps/api/convex/forms/apiHttp.ts,49,handleFormCors,httpAction,
apps/api/convex/forms/apiHttp.ts,61,submitForm,publicTokenEndpoint,
apps/api/convex/forms/endpoints.ts,42,listByTeam,authedQuery,assertFeatureEnabled
apps/api/convex/forms/endpoints.ts,59,create,authedMutation,requireOrgPermission; assertHasEmailField; required
apps/api/convex/forms/endpoints.ts,108,update,authedMutation,requireOrgPermission; required; assertHasEmailField
apps/api/convex/forms/endpoints.ts,159,remove,authedMutation,requireOrgPermission
apps/api/convex/forms/endpoints.ts,217,getSubmissions,authedQuery,
apps/api/convex/forms/endpoints.ts,244,getByConfirmationToken,publicQuery,
apps/api/convex/forms/endpoints.ts,334,confirmSubmission,publicMutation,
apps/api/convex/globalSearch.ts,183,search,authedQuery,getBetterAuthSessionWithRole; loadAccessibleMailboxes
apps/api/convex/inbox/askEagernessSettings.ts,23,getAskEagerness,adminQuery,
apps/api/convex/inbox/askEagernessSettings.ts,44,setAskEagerness,authedMutation,requireOrgPermission
apps/api/convex/inbox/bulkMutations.ts,68,approveDrafts,adminMutation,
apps/api/convex/inbox/bulkMutations.ts,164,rejectDrafts,adminMutation,
apps/api/convex/inbox/bulkMutations.ts,226,undoAutoSends,adminMutation,
apps/api/convex/inbox/clarification.ts,31,answerClarification,adminMutation,getMutationContext
apps/api/convex/inbox/clarificationMemory.ts,233,listClarificationMemory,adminQuery,
apps/api/convex/inbox/clarificationMemory.ts,278,revokeClarificationMemory,authedMutation,requireOrgPermission
apps/api/convex/inbox/clarificationMemory.ts,301,promoteClarificationMemory,authedMutation,requireOrgPermission
apps/api/convex/inbox/draftRevisions.ts,104,saveDraftRevision,adminMutation,
apps/api/convex/inbox/inboundWebhookHttp.ts,99,handleInboundWebhook,httpAction,
apps/api/convex/inbox/mutations.ts,27,approveDraft,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,107,rejectDraft,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,154,undoAutoSend,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,185,editDraft,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,219,assignThread,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,278,updateThreadStatus,adminMutation,
apps/api/convex/inbox/mutations.ts,307,releaseFromQuarantine,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,359,retryFailedMessage,adminMutation,getMutationContext
apps/api/convex/inbox/mutations.ts,414,blockSender,adminMutation,getMutationContext
apps/api/convex/inbox/presence.ts,48,heartbeat,adminMutation,getMutationContext
apps/api/convex/inbox/presence.ts,84,leave,adminMutation,getMutationContext
apps/api/convex/inbox/presence.ts,107,list,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,91,listThreads,publicQuery,assertFeatureEnabled; getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,180,getThreadFilterCounts,publicQuery,assertFeatureEnabled; getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,224,getThread,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,270,getReviewQueue,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,308,getQuarantined,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,338,getFailed,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,373,getInboundStats,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,411,getMessageActions,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/queries.ts,438,pendingAssignments,publicQuery,getBetterAuthSessionWithRole; isSharedInboxReader
apps/api/convex/inbox/rawMessage.ts,58,getInboundMessageRawUrl,publicAction,
apps/api/convex/inbox/reads.ts,28,markThreadSeen,authedMutation,getMutationContext
apps/api/convex/inbox/snooze.ts,29,snoozeThread,adminMutation,getMutationContext
apps/api/convex/inbox/snooze.ts,60,unsnoozeThread,adminMutation,getMutationContext
apps/api/convex/integrationImports/walker.ts,131,startIntegrationImport,authedMutation,requireOrgPermission; assertFeatureEnabled; required
apps/api/convex/integrationImports/walker.ts,198,cancelImport,authedMutation,requireOrgPermission
apps/api/convex/integrationImports/walker.ts,225,getImportProgress,authedQuery,
apps/api/convex/knowledge/edgeBackfill.ts,179,getStatus,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/edgeBackfill.ts,201,cancel,adminMutation,requireAdminContext
apps/api/convex/knowledge/graph.ts,82,search,publicQuery,assertFeatureEnabled; isActiveOrgMember
apps/api/convex/knowledge/graph.ts,110,listByType,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graph.ts,133,listAll,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graph.ts,152,getEntry,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graph.ts,193,getByContact,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graph.ts,242,createEntry,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,296,updateEntry,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,366,deleteEntry,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,496,addRelation,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,548,removeRelation,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,587,createPolicyEntry,authedMutation,getMutationContext
apps/api/convex/knowledge/graph.ts,647,listPolicies,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graph.ts,685,setCommitmentStatus,authedMutation,getMutationContext
apps/api/convex/knowledge/graphAnalytics.ts,172,getGraphStats,publicQuery,isActiveOrgMember
apps/api/convex/knowledge/graphAnalytics.ts,196,getSubgraph,publicQuery,isActiveOrgMember
apps/api/convex/mail/ai/assist.ts,133,getOrGenerateThreadSummary,authedAction,assertAiAllowed
apps/api/convex/mail/ai/assist.ts,180,suggestReplies,authedAction,assertAiAllowed
apps/api/convex/mail/ai/assist.ts,276,askThread,authedAction,assertAiAllowed
apps/api/convex/mail/ai/assist.ts,314,completeDraft,authedAction,assertAiAllowed
apps/api/convex/mail/ai/assist.ts,414,rewriteSelection,authedAction,assertAiAllowed
apps/api/convex/mail/ai/coach.ts,125,coachDraft,authedAction,assertAiAllowed
apps/api/convex/mail/ai/needsReplyClarify.ts,43,answerClarification,authedMutation,requireMailboxAccess
apps/api/convex/mail/ai/reviseDraft.ts,92,reviseDraft,authedAction,assertAiAllowed
apps/api/convex/mail/ai/summaryCache.ts,30,getThreadSummary,publicQuery,loadReadableMailbox
apps/api/convex/mail/ai/voiceProfile.ts,279,get,publicQuery,requireMailboxAccess
apps/api/convex/mail/ai/voiceProfile.ts,326,setStandingInstructions,authedMutation,requireMailboxAccess
apps/api/convex/mail/ai/voiceProfile.ts,366,removeDerivedAdjustment,authedMutation,requireMailboxAccess
apps/api/convex/mail/ai/voiceProfile.ts,384,setEnabled,authedMutation,requireMailboxAccess
apps/api/convex/mail/ai/voiceProfile.ts,413,requestRefresh,authedMutation,requireMailboxAccess
apps/api/convex/mail/aliases.ts,25,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/aliases.ts,37,create,authedMutation,requireMailboxAccess
apps/api/convex/mail/aliases.ts,100,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/appPasswords.ts,101,generate,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/appPasswords.ts,134,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/appPasswords.ts,158,revoke,authedMutation,requireMailboxAccess
apps/api/convex/mail/appPasswords.ts,171,revokeAll,authedMutation,requireAdminContext
apps/api/convex/mail/archiveImport.ts,88,getStatus,publicQuery,requireMailboxAccess
apps/api/convex/mail/archiveImport.ts,115,start,authedMutation,requireMailboxAccess
apps/api/convex/mail/archiveImport.ts,191,cancel,authedMutation,requireMailboxAccess
apps/api/convex/mail/attachmentBackfill.ts,38,status,publicQuery,requireMailboxAccess
apps/api/convex/mail/attachmentBackfill.ts,58,start,authedMutation,requireMailboxAccess
apps/api/convex/mail/attachmentBackfill.ts,104,cancel,authedMutation,requireMailboxAccess
apps/api/convex/mail/attachmentShareHttp.ts,61,serveAttachmentShare,httpAction,checkPublicRateLimit
apps/api/convex/mail/attachmentShares.ts,145,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/attachmentShares.ts,170,revoke,authedMutation,requireOwnShare
apps/api/convex/mail/attachmentShares.ts,189,setScope,authedMutation,requireOwnShare
apps/api/convex/mail/attachmentShares.ts,223,downloadUrl,authedQuery,requireOwnShare
apps/api/convex/mail/attachmentSharesActions.ts,63,shareDraftAttachment,authedAction,
apps/api/convex/mail/authHttp.ts,21,handleVerifyCredential,httpAction,checkPublicRateLimit
apps/api/convex/mail/bodySearchBackfill.ts,54,status,publicQuery,requireMailboxAccess
apps/api/convex/mail/bodySearchBackfill.ts,77,start,authedMutation,requireMailboxAccess
apps/api/convex/mail/bodySearchBackfill.ts,129,cancel,authedMutation,requireMailboxAccess
apps/api/convex/mail/brief.ts,177,getBriefCard,publicQuery,requireMailboxAccess
apps/api/convex/mail/brief.ts,220,refresh,authedMutation,requireMailboxAccess
apps/api/convex/mail/brief.ts,286,dismiss,authedMutation,requireMailboxAccess
apps/api/convex/mail/category.ts,294,recategorize,authedMutation,requireMailboxAccess
apps/api/convex/mail/contacts.ts,87,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,107,autocomplete,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,145,senderState,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,205,knownRecipients,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,245,recipientTimeZones,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,281,correspondentDomains,publicQuery,requireMailboxAccess
apps/api/convex/mail/contacts.ts,302,upsert,authedMutation,requireMailboxAccess
apps/api/convex/mail/contacts.ts,343,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/contacts.ts,361,setVip,authedMutation,requireMailboxAccess
apps/api/convex/mail/contacts.ts,400,acceptSender,authedMutation,requireMailboxAccess
apps/api/convex/mail/crossSurface.ts,118,teamInboxFor,publicQuery,requireMailboxAccess
apps/api/convex/mail/crossSurface.ts,158,postboxFor,publicQuery,requireMailboxAccess
apps/api/convex/mail/draftStreamStore.ts,36,createDraftStream,authedMutation,getMutationContext
apps/api/convex/mail/draftStreamStore.ts,128,getDraftStream,authedQuery,
apps/api/convex/mail/draftStreamStore.ts,146,deleteDraftStream,authedMutation,
apps/api/convex/mail/drafts.ts,59,canSendFrom,authedQuery,
apps/api/convex/mail/drafts.ts,64,create,authedMutation,requireMailboxAccess
apps/api/convex/mail/drafts.ts,147,update,authedMutation,requireMailboxAccess; assertStateIs
apps/api/convex/mail/drafts.ts,227,setIdentity,authedMutation,requireMailboxAccess; assertStateIs
apps/api/convex/mail/drafts.ts,256,addAttachment,authedMutation,requireMailboxAccess; assertStateIs
apps/api/convex/mail/drafts.ts,293,removeAttachment,authedMutation,requireMailboxAccess
apps/api/convex/mail/drafts.ts,313,discard,authedMutation,requireMailboxAccess
apps/api/convex/mail/drafts.ts,328,get,publicQuery,
apps/api/convex/mail/drafts.ts,355,getComposerSealState,publicQuery,
apps/api/convex/mail/drafts.ts,361,listForMailbox,publicQuery,
apps/api/convex/mail/drafts.ts,375,send,authedMutation,
apps/api/convex/mail/drafts.ts,391,cancelPendingSend,authedMutation,
apps/api/convex/mail/drafts.ts,403,cancelScheduledSend,authedMutation,
apps/api/convex/mail/external/accounts.ts,178,getForCurrentUser,publicQuery,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/external/accounts.ts,244,disconnect,authedMutation,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/external/accounts.ts,281,purge,authedMutation,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/external/accountsActions.ts,160,connect,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsActions.ts,189,connectSeed,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsActions.ts,213,connectShared,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsActions.ts,244,updateCredentialsShared,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsActions.ts,262,updateCredentials,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsActions.ts,283,testConnection,authedAction,assertExternalEnabled
apps/api/convex/mail/external/accountsSeed.ts,133,acknowledgeSeedRotation,adminMutation,requireAdminContext
apps/api/convex/mail/external/accountsSeed.ts,182,disconnectSeed,adminMutation,
apps/api/convex/mail/external/googleOAuth.ts,91,isConfigured,authedQuery,
apps/api/convex/mail/external/googleOAuthActions.ts,138,start,authedAction,assertExternalEnabled; assertSafeReturnTo; requireGoogleOAuthClient
apps/api/convex/mail/external/googleOAuthActions.ts,186,complete,authedAction,assertExternalEnabled; requireGoogleOAuthClient; assertSameAddress
apps/api/convex/mail/external/rawUploadHttp.ts,43,handleRawMessageUpload,httpAction,
apps/api/convex/mail/external/sharedInbox.ts,199,getSharedExternalAccount,authedQuery,requireMailboxAccess
apps/api/convex/mail/external/sharedInbox.ts,265,purgeShared,authedMutation,requireAdminContext
apps/api/convex/mail/filterRun.ts,61,status,publicQuery,requireMailboxAccess
apps/api/convex/mail/filterRun.ts,82,start,authedMutation,requireMailboxAccess
apps/api/convex/mail/filterRun.ts,131,cancel,authedMutation,requireMailboxAccess
apps/api/convex/mail/filters.ts,29,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/filters.ts,123,create,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/filters.ts,191,update,authedMutation,requireMailboxAccess
apps/api/convex/mail/filters.ts,223,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/filters.ts,254,reorder,authedMutation,requireMailboxAccess
apps/api/convex/mail/filters.ts,301,preview,publicQuery,requireMailboxAccess
apps/api/convex/mail/filtersImport.ts,62,importGmailFilters,authedMutation,requireMailboxAccess
apps/api/convex/mail/folders.ts,57,create,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/folders.ts,104,rename,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/folders.ts,130,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/folders.ts,221,setSubscribed,authedMutation,requireMailboxAccess
apps/api/convex/mail/followUps.ts,94,arm,authedMutation,requireMessageAccess
apps/api/convex/mail/followUps.ts,125,cancel,authedMutation,requireMailboxAccess
apps/api/convex/mail/forwarding.ts,20,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/forwarding.ts,32,create,authedMutation,requireMailboxAccess
apps/api/convex/mail/forwarding.ts,63,update,authedMutation,requireMailboxAccess
apps/api/convex/mail/forwarding.ts,82,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/handlingRules.ts,60,list,adminQuery,assertFeatureEnabled
apps/api/convex/mail/handlingRules.ts,75,create,authedMutation,requireOrgPermission; required; assertMatcherNonEmpty; assertActionWellFormed
apps/api/convex/mail/handlingRules.ts,108,update,authedMutation,requireOrgPermission; required; assertMatcherNonEmpty; assertActionWellFormed
apps/api/convex/mail/handlingRules.ts,146,remove,authedMutation,requireOrgPermission
apps/api/convex/mail/handlingRulesCompile.ts,136,compile,authedAction,required; assertAiAllowed
apps/api/convex/mail/identities.ts,59,listForOwnedMailbox,publicQuery,loadReadableMailbox
apps/api/convex/mail/identities.ts,224,listSendAsIdentities,publicQuery,requireMailboxAccess; verifyDomain
apps/api/convex/mail/imageAllowlist.ts,59,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/imageAllowlist.ts,84,allow,authedMutation,requireMailboxAccess
apps/api/convex/mail/imageAllowlist.ts,113,revoke,authedMutation,requireMailboxAccess
apps/api/convex/mail/labels.ts,47,create,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/labels.ts,106,update,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/labels.ts,173,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/labels.ts,220,reorder,authedMutation,requireMailboxAccess
apps/api/convex/mail/labels.ts,258,unreadCounts,publicQuery,requireMailboxAccess
apps/api/convex/mail/labels.ts,344,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/labels.ts,357,toggleOnMessage,authedMutation,requireMailboxAccess
apps/api/convex/mail/labels.ts,398,setOnMessages,authedMutation,requireMailboxAccess
apps/api/convex/mail/labels.ts,434,toggleOnThread,authedMutation,requireMailboxAccess
apps/api/convex/mail/mailbox/attachments.ts,113,list,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/attachments.ts,196,senderFacets,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/identity.ts,262,create,authedMutation,requireAdminContext; getBetterAuthSessionWithRole
apps/api/convex/mail/mailbox/identity.ts,286,list,publicQuery,requireMailboxAccess; loadAccessibleMailboxes
apps/api/convex/mail/mailbox/identity.ts,335,get,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/identity.ts,352,remove,authedMutation,requireAdminContext
apps/api/convex/mail/mailbox/identity.ts,422,setDisplayName,authedMutation,requireMailboxAccess
apps/api/convex/mail/mailbox/messages.ts,45,getMessage,publicQuery,loadReadableMessage
apps/api/convex/mail/mailbox/messages.ts,54,listThreadMessages,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/messages.ts,107,getMessageDetails,publicQuery,loadReadableMessage
apps/api/convex/mail/mailbox/messages.ts,180,listThreadOutboundDelivery,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/messages.ts,268,latestReplyState,publicQuery,requireMessageAccess
apps/api/convex/mail/mailbox/messages.ts,338,getMessageBody,publicAction,
apps/api/convex/mail/mailbox/messages.ts,377,getMessageRawUrl,publicAction,
apps/api/convex/mail/mailbox/queries.ts,93,listMessages,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/queries.ts,232,listByLabel,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/queries.ts,284,listThreads,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/queries.ts,319,listFolders,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/queries.ts,347,accessible,publicQuery,loadAccessibleMailboxes
apps/api/convex/mail/mailbox/queries.ts,391,newestUnreadInbox,publicQuery,loadAccessibleMailboxes
apps/api/convex/mail/mailbox/rawExport.ts,85,listRawMessageUrls,publicAction,
apps/api/convex/mail/mailbox/search.ts,297,search,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/selection.ts,38,listMessageIds,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailbox/sendingHealth.ts,43,getSendingHealth,publicQuery,loadReadableMailbox
apps/api/convex/mail/mailboxMembers.ts,131,createShared,authedMutation,requireAdminContext; getBetterAuthSessionWithRole; assertVerifiedDomain
apps/api/convex/mail/mailboxMembers.ts,181,listShared,adminQuery,
apps/api/convex/mail/mailboxMembers.ts,249,members,authedQuery,requireMailboxAccess
apps/api/convex/mail/mailboxMembers.ts,282,myRole,authedQuery,requireMailboxAccess
apps/api/convex/mail/mailboxMembers.ts,310,addMember,authedMutation,requireSharedOwnerAccess; requireMailboxAccess; assertOrgMemberUser
apps/api/convex/mail/mailboxMembers.ts,343,removeMember,authedMutation,requireSharedOwnerAccess; requireMailboxAccess
apps/api/convex/mail/mailboxMembers.ts,369,transferOwnership,authedMutation,requireSharedOwnerAccess; requireMailboxAccess; assertOrgMemberUser
apps/api/convex/mail/mailboxMove.ts,80,moveStatus,publicQuery,assertFeatureEnabled; getBetterAuthSessionWithRole; hasPermission
apps/api/convex/mail/mailboxMove.ts,154,start,authedMutation,assertFeatureEnabled; hasPermission
apps/api/convex/mail/mailboxMove.ts,222,provisionHosted,adminMutation,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/mailboxMove.ts,297,archive,authedMutation,assertFeatureEnabled; requireCallerMove
apps/api/convex/mail/mailboxMove.ts,340,pause,authedMutation,assertFeatureEnabled; requireCallerMove
apps/api/convex/mail/mailboxMove.ts,355,resume,authedMutation,assertFeatureEnabled; requireCallerMove
apps/api/convex/mail/mailboxMove.ts,383,cancel,authedMutation,assertFeatureEnabled; requireCallerMove
apps/api/convex/mail/mailboxMoveActions.ts,28,checkCutoverMx,authedAction,verifyMxRecord
apps/api/convex/mail/mailboxRequest.ts,62,request,authedMutation,getBetterAuthSessionWithRole; requireAuthenticatedIdentity
apps/api/convex/mail/mailboxRequest.ts,141,freshStartStatus,authedQuery,getBetterAuthSessionWithRole
apps/api/convex/mail/mailboxRequest.ts,207,listPending,authedQuery,requireOrgPermission; getBetterAuthSessionWithRole
apps/api/convex/mail/mailboxRequest.ts,263,provisionFromRequest,authedMutation,requireAdminContext; getBetterAuthSessionWithRole; requires
apps/api/convex/mail/mailboxRequest.ts,393,resolve,authedMutation,requireAdminContext; getBetterAuthSessionWithRole
apps/api/convex/mail/memberMailboxStatus.ts,63,byMembers,authedQuery,getBetterAuthSessionWithRole
apps/api/convex/mail/messageActions.ts,73,setFlags,authedMutation,requireMailboxAccess
apps/api/convex/mail/messageActions.ts,102,markThreadRead,authedMutation,requireMailboxAccess
apps/api/convex/mail/messageActions.ts,219,move,authedMutation,requireMailboxAccess
apps/api/convex/mail/messageActions.ts,235,archive,authedMutation,
apps/api/convex/mail/messageActions.ts,265,trash,authedMutation,
apps/api/convex/mail/messageActions.ts,290,purge,authedMutation,requireMailboxAccess
apps/api/convex/mail/messageActions.ts,310,markRead,authedMutation,
apps/api/convex/mail/messageActions.ts,322,setStar,authedMutation,
apps/api/convex/mail/messageActions.ts,365,reportSpam,authedMutation,
apps/api/convex/mail/messageActions.ts,376,notSpam,authedMutation,
apps/api/convex/mail/messageActions.ts,388,blockSender,authedMutation,requireMailboxAccess
apps/api/convex/mail/migration.ts,219,getStatus,publicQuery,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/migration.ts,243,start,authedMutation,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/migration.ts,279,cancel,authedMutation,assertFeatureEnabled; getBetterAuthSessionWithRole
apps/api/convex/mail/migrationShared.ts,54,startShared,authedMutation,assertFeatureEnabled; requireSharedExternalAccount
apps/api/convex/mail/migrationShared.ts,87,getStatusShared,authedQuery,
apps/api/convex/mail/migrationShared.ts,107,cancelShared,authedMutation,assertFeatureEnabled; requireSharedExternalAccount
apps/api/convex/mail/mute.ts,136,setMutedForMessage,authedMutation,requireMailboxAccess
apps/api/convex/mail/needsReply.ts,353,listQueue,publicQuery,loadReadableMailbox
apps/api/convex/mail/needsReply.ts,452,clear,authedMutation,requireMailboxAccess
apps/api/convex/mail/pendingInboxMembership.ts,32,reserveInboxMembership,adminMutation,requireMailboxAccess
apps/api/convex/mail/pendingInboxMembership.ts,99,claimInboxMemberships,authedMutation,getBetterAuthSessionWithRole
apps/api/convex/mail/pendingInboxMembership.ts,180,cancelInboxMembershipsForEmail,adminMutation,getBetterAuthSessionWithRole
apps/api/convex/mail/pendingMailbox.ts,178,setForInvitation,authedMutation,requireAdminContext; getBetterAuthSessionWithRole; required
apps/api/convex/mail/pendingMailbox.ts,263,cancelForInvitation,authedMutation,requireAdminContext
apps/api/convex/mail/pendingMailbox.ts,282,claimForInvitation,authedMutation,getBetterAuthSessionWithRole
apps/api/convex/mail/savedSearches.ts,54,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/savedSearches.ts,71,create,authedMutation,requireMailboxAccess
apps/api/convex/mail/savedSearches.ts,111,update,authedMutation,requireMailboxAccess
apps/api/convex/mail/savedSearches.ts,152,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/sealedBlobHttp.ts,39,serveSealedBlob,httpAction,verifyBlobToken
apps/api/convex/mail/sections.ts,168,listSections,publicQuery,loadReadableMailbox
apps/api/convex/mail/senderProfile.ts,173,profile,publicQuery,requireMailboxAccess
apps/api/convex/mail/sendingSwitch.ts,71,sendingSwitchStatus,publicQuery,assertFeatureEnabled
apps/api/convex/mail/sendingSwitch.ts,123,setSendingPreference,authedMutation,assertFeatureEnabled
apps/api/convex/mail/settings.ts,43,get,publicQuery,getBetterAuthSessionWithRole
apps/api/convex/mail/settings.ts,86,update,authedMutation,getBetterAuthSessionWithRole
apps/api/convex/mail/signatures.ts,123,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/signatures.ts,136,getDefault,publicQuery,requireMailboxAccess
apps/api/convex/mail/signatures.ts,150,create,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/signatures.ts,188,update,authedMutation,requireMailboxAccess
apps/api/convex/mail/signatures.ts,220,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/signatures.ts,240,suggestFromImport,publicQuery,requireMailboxAccess
apps/api/convex/mail/snippets.ts,86,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/snippets.ts,99,create,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/snippets.ts,128,update,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/snippets.ts,156,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/snooze.ts,22,snooze,authedMutation,requireMessageAccess
apps/api/convex/mail/snooze.ts,59,snoozeUntilReply,authedMutation,requireMessageAccess
apps/api/convex/mail/snooze.ts,159,snoozeThread,authedMutation,requireMailboxAccess
apps/api/convex/mail/snooze.ts,207,clearSnoozeReturned,authedMutation,requireMailboxAccess
apps/api/convex/mail/snooze.ts,237,snoozeMany,authedMutation,requireMessageAccess
apps/api/convex/mail/snooze.ts,278,unsnoozeMany,authedMutation,requireMessageAccess
